date,fips,county,tests,cases,recovered,deaths
2021-06-04,19153,Polk,293698,58065,56814,636
2021-06-04,19113,Linn,125011,21097,20437,338
2021-06-04,19163,Scott,93110,20255,19657,244
2021-06-04,19013,Black Hawk,74063,15959,15478,310
2021-06-04,19193,Woodbury,63098,15209,14895,229
2021-06-04,19103,Johnson,85633,14587,14340,85
2021-06-04,19061,Dubuque,60196,13472,13131,209
2021-06-04,19049,Dallas,57466,11262,11043,99
2021-06-04,19155,Pottawattamie,49952,11194,10918,173
2021-06-04,19169,Story,58827,10699,10518,48
2021-06-04,19181,Warren,29771,5814,5660,90
2021-06-04,19045,Clinton,24646,5604,5437,93
2021-06-04,19033,Cerro Gordo,26592,5506,5280,90
2021-06-04,19167,Sioux,16917,5164,5065,74
2021-06-04,19187,Webster,22143,5138,5021,94
2021-06-04,19139,Muscatine,22901,4867,4681,105
2021-06-04,19127,Marshall,22721,4862,4746,76
2021-06-04,19057,Des Moines,22513,4658,4477,68
2021-06-04,19179,Wapello,19586,4327,4169,122
2021-06-04,19021,Buena Vista,15380,4259,4201,40
2021-06-04,19099,Jasper,19412,4203,4105,72
2021-06-04,19149,Plymouth,13850,4024,3925,80
2021-06-04,19111,Lee,16851,3802,3697,56
2021-06-04,19125,Marion,17051,3654,3552,76
2021-06-04,19105,Jones,10648,3008,2920,57
2021-06-04,19087,Henry,11598,2939,2875,37
2021-06-04,19017,Bremer,12935,2872,2770,60
2021-06-04,19027,Carroll,11896,2866,2800,52
2021-06-04,19015,Boone,14686,2680,2606,34
2021-06-04,19047,Crawford,9211,2678,2623,40
2021-06-04,19011,Benton,13564,2581,2503,55
2021-06-04,19183,Washington,12578,2565,2495,51
2021-06-04,19059,Dickinson,11008,2491,2436,44
2021-06-04,19123,Mahaska,11097,2319,2239,51
2021-06-04,19097,Jackson,9738,2249,2170,42
2021-06-04,19041,Clay,8892,2162,2124,27
2021-06-04,19109,Kossuth,8336,2160,2097,65
2021-06-04,19171,Tama,8872,2109,2019,71
2021-06-04,19055,Delaware,8530,2108,2040,41
2021-06-04,19141,O'Brien,6965,1998,1935,61
2021-06-04,19191,Winneshiek,10871,1975,1935,35
2021-06-04,19145,Page,6631,1938,1905,22
2021-06-04,19019,Buchanan,10023,1922,1870,33
2021-06-04,19031,Cedar,9694,1914,1868,23
2021-06-04,19083,Hardin,9016,1872,1809,44
2021-06-04,19065,Fayette,9806,1858,1812,42
2021-06-04,19197,Wright,8209,1858,1805,40
2021-06-04,19079,Hamilton,7983,1810,1747,51
2021-06-04,19085,Harrison,6751,1797,1721,73
2021-06-04,19043,Clayton,7577,1704,1644,57
2021-06-04,19023,Butler,7436,1659,1607,35
2021-06-04,19121,Madison,8299,1642,1596,19
2021-06-04,19129,Mills,7938,1628,1593,24
2021-06-04,19067,Floyd,8194,1623,1560,42
2021-06-04,19035,Cherokee,6270,1593,1545,38
2021-06-04,19119,Lyon,4995,1588,1537,41
2021-06-04,19157,Poweshiek,9355,1567,1522,35
2021-06-04,19005,Allamakee,6523,1523,1458,51
2021-06-04,19081,Hancock,6465,1498,1435,34
2021-06-04,19095,Iowa,8612,1497,1463,24
2021-06-04,19189,Winnebago,6694,1440,1385,31
2021-06-04,19029,Cass,6695,1392,1331,54
2021-06-04,19025,Calhoun,5584,1387,1357,13
2021-06-04,19075,Grundy,6068,1367,1331,33
2021-06-04,19063,Emmet,5467,1355,1295,40
2021-06-04,19101,Jefferson,8278,1334,1299,35
2021-06-04,19165,Shelby,5787,1311,1272,37
2021-06-04,19161,Sac,5626,1307,1284,19
2021-06-04,19175,Union,6903,1294,1252,34
2021-06-04,19115,Louisa,5717,1291,1231,49
2021-06-04,19007,Appanoose,6392,1289,1231,49
2021-06-04,19131,Mitchell,5699,1265,1228,42
2021-06-04,19037,Chickasaw,5778,1244,1227,16
2021-06-04,19069,Franklin,5758,1231,1151,21
2021-06-04,19077,Guthrie,6081,1228,1186,32
2021-06-04,19091,Humboldt,4935,1194,1162,26
2021-06-04,19147,Palo Alto,4718,1135,1099,23
2021-06-04,19089,Howard,4836,1048,1022,22
2021-06-04,19137,Montgomery,4484,1036,996,38
2021-06-04,19039,Clarke,5170,1008,977,24
2021-06-04,19107,Keokuk,4500,963,927,31
2021-06-04,19135,Monroe,3729,960,923,29
2021-06-04,NA,Pending Investigation,4385,960,940,0
2021-06-04,19093,Ida,3522,915,865,35
2021-06-04,19001,Adair,3809,873,833,32
2021-06-04,19151,Pocahontas,3605,858,836,22
2021-06-04,19051,Davis,3720,850,802,24
2021-06-04,19133,Monona,3959,828,800,31
2021-06-04,19143,Osceola,2679,790,766,16
2021-06-04,19073,Greene,4355,780,765,11
2021-06-04,19117,Lucas,4091,779,752,23
2021-06-04,19195,Worth,4084,757,735,8
2021-06-04,19173,Taylor,2661,664,647,12
2021-06-04,19071,Fremont,2824,626,617,9
2021-06-04,19053,Decatur,3746,613,603,9
2021-06-04,19177,Van Buren,2913,563,541,18
2021-06-04,19159,Ringgold,2510,559,539,24
2021-06-04,19185,Wayne,2651,543,513,23
2021-06-04,19009,Audubon,2858,522,497,10
2021-06-04,19003,Adams,1680,344,337,4
