date,fips,county,tests,cases,recovered,deaths
2020-09-25,19153,Polk,129101,15707,12408,261
2020-09-25,19193,Woodbury,30019,5289,4049,63
2020-09-25,19103,Johnson,38908,5092,3518,27
2020-09-25,19013,Black Hawk,34321,4458,3676,88
2020-09-25,19113,Linn,49447,3957,3030,110
2020-09-25,19169,Story,29499,3410,2225,17
2020-09-25,19061,Dubuque,29133,3145,1978,41
2020-09-25,19163,Scott,36372,2945,2164,28
2020-09-25,19049,Dallas,25177,2757,2204,38
2020-09-25,19155,Pottawattamie,20806,2079,1693,38
2020-09-25,19021,Buena Vista,9178,1974,1811,12
2020-09-25,19127,Marshall,10867,1773,1597,34
2020-09-25,19167,Sioux,7262,1538,884,3
2020-09-25,19179,Wapello,8121,1315,1151,57
2020-09-25,19187,Webster,11773,1247,742,14
2020-09-25,19149,Plymouth,6444,1111,700,20
2020-09-25,19045,Clinton,9549,1102,803,20
2020-09-25,19139,Muscatine,9235,1092,903,54
2020-09-25,19047,Crawford,5048,1069,814,5
2020-09-25,19033,Cerro Gordo,11228,1045,759,21
2020-09-25,19181,Warren,12330,950,711,6
2020-09-25,19099,Jasper,7676,820,531,32
2020-09-25,19057,Des Moines,8627,767,545,7
2020-09-25,19125,Marion,6719,754,625,6
2020-09-25,19171,Tama,4332,706,612,31
2020-09-25,19087,Henry,4947,686,266,4
2020-09-25,19027,Carroll,5577,657,347,5
2020-09-25,19111,Lee,6124,621,403,7
2020-09-25,19197,Wright,4308,577,498,1
2020-09-25,19059,Dickinson,5097,508,412,6
2020-09-25,19015,Boone,6123,505,332,8
2020-09-25,19017,Bremer,5132,486,289,7
2020-09-25,19183,Washington,4873,453,331,11
2020-09-25,19115,Louisa,2484,428,379,15
2020-09-25,19123,Mahaska,4759,393,285,19
2020-09-25,19055,Delaware,3798,393,296,3
2020-09-25,19141,O'Brien,2946,357,194,9
2020-09-25,19069,Franklin,2508,347,295,18
2020-09-25,19067,Floyd,3827,341,263,3
2020-09-25,19097,Jackson,3811,334,203,3
2020-09-25,19191,Winneshiek,4151,326,238,6
2020-09-25,19079,Hamilton,3583,322,262,3
2020-09-25,19041,Clay,3659,317,232,4
2020-09-25,19119,Lyon,1811,313,171,4
2020-09-25,19011,Benton,5150,307,193,1
2020-09-25,19189,Winnebago,2959,299,147,13
2020-09-25,19083,Hardin,3682,296,220,1
2020-09-25,19157,Poweshiek,3501,286,193,8
2020-09-25,19023,Butler,3253,268,243,2
2020-09-25,19019,Buchanan,4344,268,173,1
2020-09-25,19105,Jones,3791,266,167,3
2020-09-25,19039,Clarke,2242,264,227,3
2020-09-25,19165,Shelby,2335,260,234,1
2020-09-25,19063,Emmet,2131,260,212,10
2020-09-25,19109,Kossuth,3373,259,117,0
2020-09-25,19005,Allamakee,2844,256,173,6
2020-09-25,19043,Clayton,3185,247,215,3
2020-09-25,19037,Chickasaw,2545,247,208,0
2020-09-25,19161,Sac,2593,246,107,0
2020-09-25,19077,Guthrie,2631,244,165,6
2020-09-25,19031,Cedar,3764,240,147,1
2020-09-25,19035,Cherokee,2617,237,138,2
2020-09-25,19075,Grundy,2742,219,123,3
2020-09-25,19065,Fayette,3996,214,135,2
2020-09-25,19121,Madison,3408,212,163,2
2020-09-25,19085,Harrison,2651,211,156,3
2020-09-25,19095,Iowa,3839,202,111,1
2020-09-25,19131,Mitchell,2749,189,101,0
2020-09-25,19091,Humboldt,2205,188,107,3
2020-09-25,19089,Howard,1997,186,127,6
2020-09-25,19147,Palo Alto,2081,185,107,0
2020-09-25,19025,Calhoun,2524,182,130,3
2020-09-25,19081,Hancock,2518,179,156,2
2020-09-25,19129,Mills,3568,177,125,1
2020-09-25,19029,Cass,2591,161,120,2
2020-09-25,19135,Monroe,1352,157,99,10
2020-09-25,19143,Osceola,946,157,100,0
2020-09-25,19151,Pocahontas,1664,156,122,2
2020-09-25,19117,Lucas,1574,154,79,6
2020-09-25,19145,Page,2611,153,146,0
2020-09-25,19133,Monona,1733,146,107,1
2020-09-25,19101,Jefferson,2730,138,109,1
2020-09-25,19007,Appanoose,2532,133,111,3
2020-09-25,19175,Union,3034,130,86,3
2020-09-25,19173,Taylor,1204,127,112,1
2020-09-25,19051,Davis,1247,124,79,4
2020-09-25,19093,Ida,1471,116,39,1
2020-09-25,19177,Van Buren,1185,114,52,1
2020-09-25,19071,Fremont,1150,112,59,0
2020-09-25,19107,Keokuk,1683,107,57,1
2020-09-25,19195,Worth,1631,104,78,0
2020-09-25,19073,Greene,1975,99,52,0
2020-09-25,19137,Montgomery,1857,90,82,5
2020-09-25,19185,Wayne,1071,85,68,2
2020-09-25,19009,Audubon,1080,81,36,1
2020-09-25,19001,Adair,1532,70,48,1
2020-09-25,19053,Decatur,1476,67,40,0
2020-09-25,19159,Ringgold,1098,49,38,2
2020-09-25,19003,Adams,623,33,26,0
2020-09-25,NA,Pending Investigation,2387,10,0,0
