date,fips,county,tests,cases,recovered,deaths
2020-11-04,19153,Polk,162101,21246,16493,294
2020-11-04,19193,Woodbury,39158,7925,6126,101
2020-11-04,19113,Linn,67629,7159,4417,137
2020-11-04,19013,Black Hawk,43316,6733,4668,106
2020-11-04,19103,Johnson,48403,6424,5316,33
2020-11-04,19061,Dubuque,37628,6108,3919,63
2020-11-04,19163,Scott,48957,5480,3512,50
2020-11-04,19169,Story,34711,4394,3617,18
2020-11-04,19049,Dallas,31695,3891,2970,49
2020-11-04,19155,Pottawattamie,27986,3667,2647,47
2020-11-04,19167,Sioux,10064,2714,1986,19
2020-11-04,19021,Buena Vista,10558,2380,2097,12
2020-11-04,19127,Marshall,13405,2337,1809,37
2020-11-04,19187,Webster,14655,2161,1495,16
2020-11-04,19149,Plymouth,8540,1906,1308,32
2020-11-04,19045,Clinton,12508,1714,1217,29
2020-11-04,19033,Cerro Gordo,14153,1711,1135,27
2020-11-04,19179,Wapello,9961,1687,1420,64
2020-11-04,19057,Des Moines,12448,1679,948,12
2020-11-04,19139,Muscatine,12290,1655,1135,59
2020-11-04,19181,Warren,15957,1482,1016,8
2020-11-04,19047,Crawford,6203,1443,1173,15
2020-11-04,19099,Jasper,10269,1362,907,34
2020-11-04,19027,Carroll,7429,1322,818,13
2020-11-04,19087,Henry,6560,1217,869,6
2020-11-04,19125,Marion,8816,1187,980,12
2020-11-04,19111,Lee,8952,1127,733,13
2020-11-04,19171,Tama,5476,1082,782,38
2020-11-04,19055,Delaware,4985,929,547,16
2020-11-04,19017,Bremer,6706,881,533,9
2020-11-04,19059,Dickinson,6488,857,605,9
2020-11-04,19141,O'Brien,4036,842,477,15
2020-11-04,19197,Wright,5288,838,637,1
2020-11-04,19097,Jackson,5306,820,430,4
2020-11-04,19015,Boone,7881,820,579,10
2020-11-04,19123,Mahaska,6279,818,491,25
2020-11-04,19183,Washington,6848,780,532,12
2020-11-04,19011,Benton,7344,778,379,5
2020-11-04,19085,Harrison,3929,760,428,18
2020-11-04,19105,Jones,5411,654,334,4
2020-11-04,19043,Clayton,4189,616,368,3
2020-11-04,19041,Clay,4859,610,402,4
2020-11-04,19119,Lyon,2631,608,450,8
2020-11-04,19083,Hardin,4895,598,332,7
2020-11-04,19019,Buchanan,5645,585,326,5
2020-11-04,19115,Louisa,3304,570,440,15
2020-11-04,19031,Cedar,5234,569,288,8
2020-11-04,19189,Winnebago,3795,564,339,20
2020-11-04,19191,Winneshiek,5645,563,398,9
2020-11-04,19157,Poweshiek,5016,559,404,11
2020-11-04,19109,Kossuth,4511,543,356,0
2020-11-04,19029,Cass,3838,527,336,6
2020-11-04,19079,Hamilton,4500,524,461,5
2020-11-04,19095,Iowa,4975,512,272,11
2020-11-04,19067,Floyd,4639,507,429,11
2020-11-04,19065,Fayette,5220,496,274,6
2020-11-04,19129,Mills,4736,495,245,3
2020-11-04,19145,Page,3629,486,367,0
2020-11-04,19063,Emmet,2936,481,330,21
2020-11-04,19023,Butler,4146,478,377,3
2020-11-04,19035,Cherokee,3491,470,318,3
2020-11-04,19161,Sac,3400,462,311,5
2020-11-04,19077,Guthrie,3384,459,303,15
2020-11-04,19005,Allamakee,3531,452,278,9
2020-11-04,19081,Hancock,3306,449,284,6
2020-11-04,19165,Shelby,3089,445,374,2
2020-11-04,19069,Franklin,3000,429,354,18
2020-11-04,19037,Chickasaw,3138,426,373,1
2020-11-04,19091,Humboldt,2977,423,266,3
2020-11-04,19121,Madison,4367,409,288,3
2020-11-04,19075,Grundy,3420,399,246,6
2020-11-04,19025,Calhoun,3262,387,281,5
2020-11-04,19039,Clarke,2862,376,277,3
2020-11-04,19147,Palo Alto,2710,366,255,2
2020-11-04,19131,Mitchell,3368,342,206,2
2020-11-04,19143,Osceola,1449,323,209,0
2020-11-04,19175,Union,4024,311,237,6
2020-11-04,19101,Jefferson,3785,305,160,1
2020-11-04,19089,Howard,2540,303,196,9
2020-11-04,19007,Appanoose,3345,298,167,3
2020-11-04,19151,Pocahontas,2207,292,184,2
2020-11-04,19173,Taylor,1608,286,194,2
2020-11-04,19135,Monroe,1838,284,162,12
2020-11-04,19133,Monona,2343,279,199,2
2020-11-04,19093,Ida,1912,265,156,2
2020-11-04,19001,Adair,2154,252,85,1
2020-11-04,19107,Keokuk,2214,240,128,1
2020-11-04,19071,Fremont,1612,232,160,2
2020-11-04,19117,Lucas,2130,228,158,6
2020-11-04,19051,Davis,1711,223,136,4
2020-11-04,19073,Greene,2601,223,145,0
2020-11-04,19137,Montgomery,2455,222,183,7
2020-11-04,19177,Van Buren,1559,217,132,2
2020-11-04,19009,Audubon,1542,212,111,1
2020-11-04,19185,Wayne,1410,195,109,4
2020-11-04,19053,Decatur,2031,186,86,0
2020-11-04,19195,Worth,2083,174,117,0
2020-11-04,NA,Pending Investigation,5861,138,1,0
2020-11-04,19159,Ringgold,1458,112,86,2
2020-11-04,19003,Adams,886,92,54,1
