date,fips,county,tests,cases,recovered,deaths
2021-06-17,19153,Polk,296450,58229,57260,639
2021-06-17,19113,Linn,126188,21206,20637,339
2021-06-17,19163,Scott,94138,20302,19928,247
2021-06-17,19013,Black Hawk,74814,16114,15566,312
2021-06-17,19193,Woodbury,63594,15238,14964,230
2021-06-17,19103,Johnson,86646,14617,14439,85
2021-06-17,19061,Dubuque,60689,13507,13197,211
2021-06-17,19049,Dallas,57907,11287,11123,99
2021-06-17,19155,Pottawattamie,50251,11223,11010,174
2021-06-17,19169,Story,59186,10714,10599,48
2021-06-17,19181,Warren,30027,5838,5705,91
2021-06-17,19045,Clinton,24941,5614,5495,93
2021-06-17,19033,Cerro Gordo,26899,5536,5362,93
2021-06-17,19167,Sioux,16997,5169,5084,74
2021-06-17,19187,Webster,22291,5154,5040,94
2021-06-17,19139,Muscatine,23091,4880,4742,106
2021-06-17,19127,Marshall,22860,4865,4775,76
2021-06-17,19057,Des Moines,22731,4671,4561,71
2021-06-17,19179,Wapello,19746,4337,4194,122
2021-06-17,19021,Buena Vista,15495,4269,4217,40
2021-06-17,19099,Jasper,19586,4209,4127,72
2021-06-17,19149,Plymouth,13943,4029,3935,81
2021-06-17,19111,Lee,17009,3823,3730,56
2021-06-17,19125,Marion,17217,3660,3580,76
2021-06-17,19105,Jones,10723,3009,2938,57
2021-06-17,19087,Henry,11699,2945,2896,37
2021-06-17,19017,Bremer,13056,2881,2799,61
2021-06-17,19027,Carroll,11960,2870,2818,52
2021-06-17,19015,Boone,14783,2684,2638,34
2021-06-17,19047,Crawford,9267,2683,2640,40
2021-06-17,19011,Benton,13689,2595,2513,55
2021-06-17,19183,Washington,12685,2569,2500,51
2021-06-17,19059,Dickinson,11059,2494,2445,44
2021-06-17,19123,Mahaska,11195,2324,2254,52
2021-06-17,19097,Jackson,9825,2252,2193,42
2021-06-17,19041,Clay,8952,2166,2133,27
2021-06-17,19109,Kossuth,8414,2161,2100,66
2021-06-17,19171,Tama,8941,2118,2029,71
2021-06-17,19055,Delaware,8585,2109,2059,43
2021-06-17,19141,O'Brien,7000,1997,1938,61
2021-06-17,19191,Winneshiek,10978,1984,1933,35
2021-06-17,19145,Page,6657,1945,1914,22
2021-06-17,19019,Buchanan,10100,1936,1884,33
2021-06-17,19031,Cedar,9774,1922,1883,23
2021-06-17,19083,Hardin,9084,1874,1823,44
2021-06-17,19065,Fayette,9883,1865,1815,43
2021-06-17,19197,Wright,8237,1858,1816,40
2021-06-17,19079,Hamilton,8052,1818,1760,51
2021-06-17,19085,Harrison,6790,1799,1724,73
2021-06-17,19043,Clayton,7679,1710,1655,57
2021-06-17,19023,Butler,7489,1662,1615,35
2021-06-17,19121,Madison,8394,1645,1617,19
2021-06-17,19129,Mills,7996,1637,1608,24
2021-06-17,19067,Floyd,8286,1633,1577,42
2021-06-17,19035,Cherokee,6307,1593,1551,38
2021-06-17,19119,Lyon,5021,1588,1546,41
2021-06-17,19157,Poweshiek,9428,1570,1529,36
2021-06-17,19005,Allamakee,6597,1527,1467,52
2021-06-17,19081,Hancock,6521,1502,1457,34
2021-06-17,19095,Iowa,8672,1498,1471,24
2021-06-17,19189,Winnebago,6760,1445,1398,31
2021-06-17,19029,Cass,6728,1392,1341,55
2021-06-17,19025,Calhoun,5617,1389,1375,13
2021-06-17,19075,Grundy,6112,1373,1337,33
2021-06-17,19063,Emmet,5515,1358,1300,41
2021-06-17,19101,Jefferson,8383,1335,1301,35
2021-06-17,19165,Shelby,5813,1314,1278,37
2021-06-17,19161,Sac,5664,1309,1290,20
2021-06-17,19175,Union,6974,1299,1254,35
2021-06-17,19115,Louisa,5772,1297,1241,49
2021-06-17,19007,Appanoose,6452,1290,1236,49
2021-06-17,19131,Mitchell,5746,1266,1232,43
2021-06-17,19037,Chickasaw,5823,1247,1231,17
2021-06-17,19069,Franklin,5845,1233,1190,23
2021-06-17,19077,Guthrie,6139,1232,1197,32
2021-06-17,19091,Humboldt,4967,1196,1168,26
2021-06-17,19147,Palo Alto,4748,1135,1110,23
2021-06-17,19089,Howard,4879,1049,1022,22
2021-06-17,19137,Montgomery,4513,1036,998,38
2021-06-17,19039,Clarke,5226,1009,980,24
2021-06-17,19107,Keokuk,4541,965,933,32
2021-06-17,19135,Monroe,3767,963,927,30
2021-06-17,NA,Pending Investigation,4351,955,943,0
2021-06-17,19093,Ida,3544,915,868,35
2021-06-17,19001,Adair,3836,873,838,32
2021-06-17,19151,Pocahontas,3632,858,838,22
2021-06-17,19051,Davis,3764,852,813,25
2021-06-17,19133,Monona,3978,829,801,31
2021-06-17,19143,Osceola,2688,789,774,16
2021-06-17,19073,Greene,4381,780,766,11
2021-06-17,19117,Lucas,4132,779,755,23
2021-06-17,19195,Worth,4134,759,747,8
2021-06-17,19173,Taylor,2676,668,652,12
2021-06-17,19071,Fremont,2842,626,620,9
2021-06-17,19053,Decatur,3776,616,605,9
2021-06-17,19177,Van Buren,2942,563,543,18
2021-06-17,19159,Ringgold,2531,563,540,24
2021-06-17,19185,Wayne,2687,544,518,23
2021-06-17,19009,Audubon,2880,535,503,11
2021-06-17,19003,Adams,1693,344,339,4
