date,fips,county,tests,cases,recovered,deaths
2021-05-28,19153,Polk,292265,57988,56387,634
2021-05-28,19113,Linn,124378,21044,20289,337
2021-05-28,19163,Scott,92519,20207,19398,244
2021-05-28,19013,Black Hawk,73725,15913,15415,309
2021-05-28,19193,Woodbury,62871,15197,14847,228
2021-05-28,19103,Johnson,85133,14561,14250,85
2021-05-28,19061,Dubuque,59920,13444,13074,209
2021-05-28,19049,Dallas,57223,11243,10969,98
2021-05-28,19155,Pottawattamie,49751,11177,10841,171
2021-05-28,19169,Story,58613,10686,10442,48
2021-05-28,19181,Warren,29651,5809,5616,90
2021-05-28,19045,Clinton,24459,5595,5394,93
2021-05-28,19033,Cerro Gordo,26440,5496,5243,89
2021-05-28,19167,Sioux,16870,5160,5034,74
2021-05-28,19187,Webster,22084,5133,5011,94
2021-05-28,19139,Muscatine,22793,4858,4639,104
2021-05-28,19127,Marshall,22611,4855,4730,76
2021-05-28,19057,Des Moines,22362,4636,4440,67
2021-05-28,19179,Wapello,19493,4326,4149,122
2021-05-28,19021,Buena Vista,15312,4256,4200,40
2021-05-28,19099,Jasper,19331,4204,4080,72
2021-05-28,19149,Plymouth,13814,4023,3916,80
2021-05-28,19111,Lee,16744,3790,3668,55
2021-05-28,19125,Marion,16958,3647,3532,76
2021-05-28,19105,Jones,10609,3003,2901,57
2021-05-28,19087,Henry,11549,2933,2861,37
2021-05-28,19027,Carroll,11858,2869,2790,52
2021-05-28,19017,Bremer,12879,2866,2756,60
2021-05-28,19015,Boone,14619,2675,2585,34
2021-05-28,19047,Crawford,9176,2675,2598,40
2021-05-28,19011,Benton,13494,2573,2484,55
2021-05-28,19183,Washington,12506,2551,2474,51
2021-05-28,19059,Dickinson,10943,2490,2429,44
2021-05-28,19123,Mahaska,11046,2316,2224,51
2021-05-28,19097,Jackson,9687,2244,2163,42
2021-05-28,19041,Clay,8859,2160,2121,26
2021-05-28,19109,Kossuth,8297,2158,2089,65
2021-05-28,19171,Tama,8844,2109,2013,71
2021-05-28,19055,Delaware,8498,2108,2032,41
2021-05-28,19141,O'Brien,6946,1998,1930,61
2021-05-28,19191,Winneshiek,10816,1972,1928,35
2021-05-28,19145,Page,6610,1934,1896,22
2021-05-28,19019,Buchanan,9964,1921,1864,33
2021-05-28,19031,Cedar,9657,1912,1854,23
2021-05-28,19083,Hardin,8955,1866,1802,44
2021-05-28,19065,Fayette,9762,1854,1809,42
2021-05-28,19197,Wright,8169,1850,1787,37
2021-05-28,19079,Hamilton,7921,1808,1745,50
2021-05-28,19085,Harrison,6719,1797,1714,73
2021-05-28,19043,Clayton,7539,1704,1637,56
2021-05-28,19023,Butler,7406,1657,1593,35
2021-05-28,19121,Madison,8256,1638,1568,19
2021-05-28,19129,Mills,7917,1628,1592,23
2021-05-28,19067,Floyd,8157,1622,1548,42
2021-05-28,19035,Cherokee,6242,1591,1543,38
2021-05-28,19119,Lyon,4972,1585,1530,41
2021-05-28,19157,Poweshiek,9320,1564,1515,35
2021-05-28,19005,Allamakee,6499,1521,1449,51
2021-05-28,19081,Hancock,6434,1496,1426,34
2021-05-28,19095,Iowa,8572,1496,1455,24
2021-05-28,19189,Winnebago,6651,1434,1372,31
2021-05-28,19029,Cass,6658,1389,1324,54
2021-05-28,19025,Calhoun,5562,1388,1337,13
2021-05-28,19075,Grundy,6052,1366,1328,33
2021-05-28,19063,Emmet,5438,1351,1280,40
2021-05-28,19101,Jefferson,8221,1332,1295,35
2021-05-28,19165,Shelby,5767,1312,1267,37
2021-05-28,19161,Sac,5614,1307,1276,19
2021-05-28,19115,Louisa,5694,1291,1232,49
2021-05-28,19175,Union,6876,1290,1238,34
2021-05-28,19007,Appanoose,6363,1286,1227,49
2021-05-28,19131,Mitchell,5679,1265,1225,42
2021-05-28,19037,Chickasaw,5748,1244,1218,16
2021-05-28,19069,Franklin,5704,1224,1130,21
2021-05-28,19077,Guthrie,6052,1223,1178,32
2021-05-28,19091,Humboldt,4916,1194,1159,26
2021-05-28,19147,Palo Alto,4699,1134,1094,23
2021-05-28,19089,Howard,4821,1047,1020,22
2021-05-28,19137,Montgomery,4464,1035,988,38
2021-05-28,19039,Clarke,5146,1004,967,24
2021-05-28,NA,Pending Investigation,4356,967,936,0
2021-05-28,19107,Keokuk,4486,963,924,31
2021-05-28,19135,Monroe,3707,958,922,29
2021-05-28,19093,Ida,3497,911,864,35
2021-05-28,19001,Adair,3791,871,830,32
2021-05-28,19151,Pocahontas,3590,858,834,22
2021-05-28,19051,Davis,3700,843,783,24
2021-05-28,19133,Monona,3947,827,800,31
2021-05-28,19143,Osceola,2670,789,762,16
2021-05-28,19073,Greene,4341,779,762,10
2021-05-28,19117,Lucas,4066,779,747,23
2021-05-28,19195,Worth,4060,755,728,8
2021-05-28,19173,Taylor,2648,663,646,12
2021-05-28,19071,Fremont,2821,626,614,9
2021-05-28,19053,Decatur,3731,611,594,9
2021-05-28,19177,Van Buren,2901,563,541,18
2021-05-28,19159,Ringgold,2507,559,538,24
2021-05-28,19185,Wayne,2642,543,507,23
2021-05-28,19009,Audubon,2842,516,488,10
2021-05-28,19003,Adams,1671,343,336,4
