date,fips,county,tests,cases,recovered,deaths
2021-03-09,19153,Polk,260267,52239,48960,564
2021-03-09,19113,Linn,111040,19531,18644,319
2021-03-09,19163,Scott,81130,17197,16396,213
2021-03-09,19013,Black Hawk,67091,14983,14312,294
2021-03-09,19193,Woodbury,56433,13880,13234,214
2021-03-09,19103,Johnson,75609,13192,12610,76
2021-03-09,19061,Dubuque,54428,12457,11845,196
2021-03-09,19049,Dallas,51314,10253,9581,93
2021-03-09,19155,Pottawattamie,45084,9907,9389,147
2021-03-09,19169,Story,53728,9674,9162,45
2021-03-09,19181,Warren,26438,5173,4838,76
2021-03-09,19045,Clinton,21304,5032,4736,86
2021-03-09,19033,Cerro Gordo,23647,5021,4821,83
2021-03-09,19187,Webster,20584,4959,4752,88
2021-03-09,19167,Sioux,15165,4808,4607,69
2021-03-09,19127,Marshall,20308,4659,4431,73
2021-03-09,19057,Des Moines,20200,4291,4075,61
2021-03-09,19139,Muscatine,20269,4271,3971,93
2021-03-09,19021,Buena Vista,14245,4136,3994,37
2021-03-09,19179,Wapello,17392,4073,3671,110
2021-03-09,19099,Jasper,17267,3889,3474,67
2021-03-09,19149,Plymouth,12657,3700,3527,78
2021-03-09,19111,Lee,15127,3546,3407,53
2021-03-09,19125,Marion,15154,3428,3222,72
2021-03-09,19105,Jones,9461,2854,2763,55
2021-03-09,19087,Henry,10481,2800,2710,37
2021-03-09,19017,Bremer,11655,2713,2539,55
2021-03-09,19027,Carroll,10856,2672,2575,48
2021-03-09,19047,Crawford,8451,2542,2401,35
2021-03-09,19015,Boone,13139,2452,2317,30
2021-03-09,19011,Benton,12061,2419,2201,54
2021-03-09,19183,Washington,11291,2392,2287,47
2021-03-09,19123,Mahaska,9945,2161,2049,46
2021-03-09,19097,Jackson,8645,2106,2009,39
2021-03-09,19059,Dickinson,9754,2047,1904,40
2021-03-09,19171,Tama,8071,2031,1900,67
2021-03-09,19109,Kossuth,7493,1987,1864,55
2021-03-09,19055,Delaware,7530,1865,1785,40
2021-03-09,19041,Clay,7894,1858,1775,25
2021-03-09,19141,O'Brien,6348,1841,1703,58
2021-03-09,19191,Winneshiek,9708,1837,1689,29
2021-03-09,19065,Fayette,8782,1798,1702,35
2021-03-09,19145,Page,6065,1787,1726,19
2021-03-09,19019,Buchanan,8942,1786,1673,29
2021-03-09,19197,Wright,7628,1748,1678,31
2021-03-09,19079,Hamilton,7205,1739,1647,42
2021-03-09,19031,Cedar,8718,1735,1594,23
2021-03-09,19083,Hardin,7972,1705,1608,39
2021-03-09,19085,Harrison,6151,1677,1567,70
2021-03-09,19043,Clayton,6663,1603,1533,54
2021-03-09,19023,Butler,6725,1593,1523,32
2021-03-09,19129,Mills,7323,1489,1427,20
2021-03-09,19067,Floyd,7342,1487,1410,41
2021-03-09,19157,Poweshiek,8377,1483,1424,30
2021-03-09,19035,Cherokee,5723,1466,1387,36
2021-03-09,19121,Madison,7349,1459,1365,18
2021-03-09,19119,Lyon,4382,1457,1384,41
2021-03-09,19005,Allamakee,5881,1453,1313,48
2021-03-09,19095,Iowa,7730,1409,1325,23
2021-03-09,19081,Hancock,5711,1380,1325,31
2021-03-09,19075,Grundy,5519,1325,1242,31
2021-03-09,19189,Winnebago,5923,1307,1233,31
2021-03-09,19025,Calhoun,5059,1299,1251,11
2021-03-09,19029,Cass,6039,1299,1172,51
2021-03-09,19101,Jefferson,7357,1285,1236,34
2021-03-09,19007,Appanoose,5746,1234,1134,47
2021-03-09,19115,Louisa,5178,1227,1153,45
2021-03-09,19131,Mitchell,5251,1211,1154,40
2021-03-09,19037,Chickasaw,5178,1199,1158,15
2021-03-09,19161,Sac,5083,1195,1138,18
2021-03-09,19175,Union,6262,1194,1139,31
2021-03-09,19165,Shelby,5107,1176,1085,34
2021-03-09,19063,Emmet,4767,1153,1087,40
2021-03-09,19091,Humboldt,4521,1141,1081,25
2021-03-09,19077,Guthrie,5345,1102,1046,28
2021-03-09,19069,Franklin,4980,1097,1056,19
2021-03-09,19147,Palo Alto,4268,1017,948,22
2021-03-09,19089,Howard,4340,998,927,22
2021-03-09,NA,Pending Investigation,6484,987,846,0
2021-03-09,19137,Montgomery,4224,970,918,36
2021-03-09,19039,Clarke,4664,954,877,21
2021-03-09,19107,Keokuk,3978,923,868,29
2021-03-09,19135,Monroe,3285,900,837,28
2021-03-09,19093,Ida,3132,828,766,32
2021-03-09,19001,Adair,3452,818,720,30
2021-03-09,19151,Pocahontas,3313,809,786,19
2021-03-09,19133,Monona,3571,766,724,27
2021-03-09,19051,Davis,3243,766,717,23
2021-03-09,19073,Greene,3925,732,710,10
2021-03-09,19117,Lucas,3622,724,667,21
2021-03-09,19143,Osceola,2323,684,646,15
2021-03-09,19195,Worth,3566,668,634,8
2021-03-09,19173,Taylor,2417,641,620,12
2021-03-09,19053,Decatur,3415,574,528,9
2021-03-09,19071,Fremont,2520,561,537,9
2021-03-09,19177,Van Buren,2615,538,515,18
2021-03-09,19159,Ringgold,2276,507,471,20
2021-03-09,19009,Audubon,2488,476,437,9
2021-03-09,19185,Wayne,2173,475,416,21
2021-03-09,19003,Adams,1513,319,311,4
