date,fips,county,tests,cases,recovered,deaths
2021-01-29,19153,Polk,238677,47574,41539,472
2021-01-29,19113,Linn,102664,18332,16488,282
2021-01-29,19163,Scott,76031,16123,14295,177
2021-01-29,19013,Black Hawk,61730,14282,12829,248
2021-01-29,19193,Woodbury,52792,13217,12232,183
2021-01-29,19103,Johnson,70071,12413,11107,56
2021-01-29,19061,Dubuque,51217,11774,10556,162
2021-01-29,19155,Pottawattamie,42392,9270,8287,115
2021-01-29,19049,Dallas,47090,9255,7976,72
2021-01-29,19169,Story,49325,8947,8055,39
2021-01-29,19033,Cerro Gordo,21366,4793,4317,72
2021-01-29,19187,Webster,19564,4765,4424,77
2021-01-29,19181,Warren,24371,4694,3836,45
2021-01-29,19045,Clinton,19406,4660,4127,69
2021-01-29,19167,Sioux,14146,4620,4313,61
2021-01-29,19127,Marshall,18329,4360,4051,64
2021-01-29,19057,Des Moines,18742,4012,3536,43
2021-01-29,19021,Buena Vista,13558,3999,3715,33
2021-01-29,19139,Muscatine,18920,3989,3527,81
2021-01-29,19179,Wapello,15183,3567,3067,98
2021-01-29,19149,Plymouth,11939,3550,3304,70
2021-01-29,19099,Jasper,15678,3379,2883,61
2021-01-29,19111,Lee,14076,3333,2881,35
2021-01-29,19125,Marion,13661,3147,2725,54
2021-01-29,19105,Jones,8784,2769,2571,51
2021-01-29,19087,Henry,9793,2710,2452,32
2021-01-29,19027,Carroll,10243,2594,2360,36
2021-01-29,19017,Bremer,10502,2521,2272,48
2021-01-29,19047,Crawford,7898,2368,2123,24
2021-01-29,19183,Washington,10464,2265,1923,33
2021-01-29,19015,Boone,12010,2264,1921,18
2021-01-29,19011,Benton,11053,2161,1948,50
2021-01-29,19123,Mahaska,9203,2019,1720,37
2021-01-29,19097,Jackson,7948,1980,1766,32
2021-01-29,19171,Tama,7486,1930,1725,59
2021-01-29,19059,Dickinson,9230,1905,1699,29
2021-01-29,19109,Kossuth,6927,1839,1540,45
2021-01-29,19055,Delaware,7017,1779,1602,36
2021-01-29,19041,Clay,7386,1747,1537,21
2021-01-29,19141,O'Brien,5933,1722,1554,56
2021-01-29,19065,Fayette,8074,1689,1411,25
2021-01-29,19197,Wright,7232,1686,1528,25
2021-01-29,19019,Buchanan,8255,1644,1444,24
2021-01-29,19079,Hamilton,6618,1640,1473,30
2021-01-29,19191,Winneshiek,8749,1636,1376,20
2021-01-29,19085,Harrison,5820,1604,1393,64
2021-01-29,19083,Hardin,7331,1598,1447,32
2021-01-29,19031,Cedar,7950,1574,1389,19
2021-01-29,19043,Clayton,6166,1549,1383,49
2021-01-29,19023,Butler,6139,1528,1286,26
2021-01-29,19145,Page,5390,1496,1378,15
2021-01-29,19067,Floyd,6799,1428,1265,37
2021-01-29,19035,Cherokee,5330,1409,1231,28
2021-01-29,19129,Mills,6969,1397,1280,17
2021-01-29,19119,Lyon,4090,1392,1242,34
2021-01-29,19157,Poweshiek,7746,1379,1199,24
2021-01-29,19081,Hancock,5250,1344,1172,24
2021-01-29,19005,Allamakee,5310,1319,1162,30
2021-01-29,19095,Iowa,7177,1303,1135,22
2021-01-29,19121,Madison,6650,1277,981,10
2021-01-29,19025,Calhoun,4793,1245,1168,9
2021-01-29,19189,Winnebago,5409,1240,1084,29
2021-01-29,19075,Grundy,5057,1239,1105,28
2021-01-29,19101,Jefferson,6656,1234,1032,25
2021-01-29,19131,Mitchell,4945,1178,1029,37
2021-01-29,19115,Louisa,4843,1177,1048,31
2021-01-29,19029,Cass,5571,1165,1019,44
2021-01-29,19037,Chickasaw,4731,1144,1052,12
2021-01-29,19007,Appanoose,5266,1139,950,40
2021-01-29,19161,Sac,4756,1139,1035,15
2021-01-29,19175,Union,5918,1133,1017,24
2021-01-29,19063,Emmet,4487,1111,985,32
2021-01-29,19165,Shelby,4689,1093,929,27
2021-01-29,19091,Humboldt,4256,1082,968,19
2021-01-29,NA,Pending Investigation,8821,1059,720,0
2021-01-29,19069,Franklin,4557,1050,899,19
2021-01-29,19077,Guthrie,4972,1050,946,25
2021-01-29,19147,Palo Alto,3973,929,824,11
2021-01-29,19137,Montgomery,3877,913,753,27
2021-01-29,19089,Howard,3886,889,723,19
2021-01-29,19107,Keokuk,3602,865,785,26
2021-01-29,19135,Monroe,2965,833,677,20
2021-01-29,19039,Clarke,4205,832,692,9
2021-01-29,19151,Pocahontas,3154,789,717,11
2021-01-29,19093,Ida,2858,776,673,30
2021-01-29,19133,Monona,3312,716,541,18
2021-01-29,19051,Davis,2838,709,637,21
2021-01-29,19073,Greene,3679,700,648,7
2021-01-29,19001,Adair,3194,700,598,23
2021-01-29,19117,Lucas,3341,674,579,11
2021-01-29,19143,Osceola,2172,652,608,11
2021-01-29,19195,Worth,3260,626,530,4
2021-01-29,19173,Taylor,2265,609,547,11
2021-01-29,19071,Fremont,2385,530,468,8
2021-01-29,19177,Van Buren,2373,510,444,16
2021-01-29,19053,Decatur,3034,505,439,4
2021-01-29,19159,Ringgold,2120,466,362,11
2021-01-29,19009,Audubon,2269,433,373,8
2021-01-29,19185,Wayne,1959,422,368,21
2021-01-29,19003,Adams,1399,305,270,3
